uri,issn,jname,atitle
http://vivo.ufl.edu/individual/n689202396,0032-5791,Poultry science,Nisin Affects the Growth of Listeria Monocytogenes On Ready-To-Eat Turkey Ham Stored At Four Degrees Celsius for Sixty-Three Days
http://vivo.ufl.edu/individual/n1575499212,1523-3790,Current Oncology Reports,Modern Multidisciplinary Management of Brain Metastases
http://vivo.ufl.edu/individual/n9717228103,0168-1605,International Journal of Food Microbiology,Identification and Haplotype Distribution of Alicyclobacillus Spp. From Different Juices and Beverages
http://vivo.ufl.edu/individual/n6193344693,0953-816X,European Journal of Neuroscience,Ubiquitin C-Terminal Hydrolase-L1 as a Biomarker for Ischemic and Traumatic Brain Injury in Rats
http://vivo.ufl.edu/individual/n8044330921,1355-4794,Neurocase,The Effect of Deep Brain Stimulation Surgery On Repetitive Behavior in Parkinson Patients: a Case Series
http://vivo.ufl.edu/individual/n1283841814,1475-2875,Malaria Journal,Prevalence of Plasmodium Vivax Vk210 and Vk247 Subtype in Myanmar
http://vivo.ufl.edu/individual/n8309854197,0003-4975,The annals of thoracic surgery,Aortic Homograft for Treatment of Aortic Root Endocarditis With Concomitant Mitral Valve Destruction Reply
http://vivo.ufl.edu/individual/n3772598348,1041-0236,Health Communication,The Effects of Self-Efficacy Statements in Humorous Anti-Alcohol Abuse Messages Targeting College Students: Who Is in Charge?
http://vivo.ufl.edu/individual/n9120208678,1541-7786,Molecular Cancer Research,Prostaglandin E(2) Promotes Lung Cancer Cell Migration Via Ep4-Beta Arrestin1-C-Src Signalsome
http://vivo.ufl.edu/individual/n6404509078,0001-7701,General Relativity and Gravitation,The Volume of the Past Light-Cone and the Paneitz Operator
http://vivo.ufl.edu/individual/n8715243552,1565-9801,Israel Journal of Ecology and Evolution,"Ijee Soapbox: Cooperation, Competition, and the Social Organization of the Scientific Enterprise"
http://vivo.ufl.edu/individual/n6246279142,1540-7063,Integrative and Comparative Biology,Productive Procrastination: Stable Isotopes Reveal Benefits Associated With a Reproductive Delay in Flesh Flies
http://vivo.ufl.edu/individual/n5189504659,1600-6135,American Journal of Transplantation,Late Onset Atn in Fsgs Pediatric Renal Transplant Patients: Higher Risk and Unclear Pathophysiologic Mechanism.
http://vivo.ufl.edu/individual/n9539387122,0003-6951,Applied Physics Letters,Energy Level Evolution of Air and Oxygen Exposed Molybdenum Trioxide Films
http://vivo.ufl.edu/individual/n2017258470,0013-4651,Journal of the Electrochemical Society,Structural and Electrochemical Properties of Lini(0.5)Mn(0.5)O(2) Thin-Film Electrodes Prepared By Pulsed Laser Deposition
http://vivo.ufl.edu/individual/n4016809038,0309-1740,Meat Science,"Effect of Ractopamine-Hcl Supplementation for 28 Days On Carcass Characteristics, Muscle Fiber Morphometrics, and Whole Muscle Yields of Six Distinct Muscles of the Loin and Round"
http://vivo.ufl.edu/individual/n9652841632,1543-8384,Molecular Pharmaceutics,Polymeric Nanoparticles Containing Conjugated Phospholipase A2 for Nonviral Gene Delivery
http://vivo.ufl.edu/individual/n1310668188,1569-9293,Interactive Cardiovascular and Thoracic Surgery,Endobronchial schwannoma presenting with bronchial obstruction.
http://vivo.ufl.edu/individual/n4856234535,1090-1981,Health Education & Behavior,An Empirical Test of Ecodevelopmental Theory in Predicting Hiv Risk Behaviors Among Hispanic Youth
http://vivo.ufl.edu/individual/n7650045226,0959-4493,Veterinary Dermatology,Transmission Electron Microscopy Studies in An Experimental Model of Canine Atopic Dermatitis
http://vivo.ufl.edu/individual/n7526131451,0004-637X,Astrophysical Journal,Planetesimal Accretion in Binary Systems: Could Planets Form Around Alpha Centauri B?
http://vivo.ufl.edu/individual/n1711920999,1354-523X,Oral Diseases,Effects of alendronate on bone healing after tooth extraction in rats.
http://vivo.ufl.edu/individual/n7039689403,1524-1602,Strength and Conditioning Journal,Nutritional Strategies and Immune Function
http://vivo.ufl.edu/individual/n5204773719,0375-9687,Progress of Theoretical Physics Supplement,Response Functions for a Granular Fluid
http://vivo.ufl.edu/individual/n5841304797,0195-9131,Medicine & science in sports & exercise,The Effect of Functional Circuit Training On Balance and Strength in Physically Frail Older Adults
http://vivo.ufl.edu/individual/n5557364260,1615-9853,Proteomics,Changes in Protein Abundance During Powdery Mildew Infection of Leaf Tissues of Cabernet Sauvignon Grapevine (Vitis Vinifera L.)
http://vivo.ufl.edu/individual/n9076739335,0020-1669,Inorganic Chemistry,"Nickel/Lanthanide Single-Molecule Magnets: \{Ni(3)Ln\} ""Stars"" With a Ligand Derived From the Metal-Promoted Reduction of Di-2-Pyridyl Ketone Under Solvothermal Conditions"
http://vivo.ufl.edu/individual/n9171622809,0304-3894,Journal of Hazardous Materials,Toxicity Assessment of Garden Soils in the Vicinity of Mining Areas in Southern Morocco
http://vivo.ufl.edu/individual/n829542971,0958-0670,Experimental Physiology,Regulation of the stress response in rats by central actions of glucocorticoids.
http://vivo.ufl.edu/individual/n975533338,0363-5023,The Journal of hand surgery,Three- and Four-Part Proximal Humerus Fractures: Open Reduction and Internal Fixation Versus Arthroplasty
http://vivo.ufl.edu/individual/n4029222112,1568-9972,Autoimmunity Reviews,Epigenetics in Autoimmune Disorders: Highlights of the 10Th Sjogren's Syndrome Symposium
http://vivo.ufl.edu/individual/n1640398941,0018-5345,Hortscience,Quantifying the Acidity of An Ammonium-Based Fertilizer in Containerized Plant Production
http://vivo.ufl.edu/individual/n93965713,0022-1910,Journal of Insect Physiology,"Allocation from capital and income sources to reproduction shift from first to second clutch in the flesh fly, Sarcophaga crassipalpis."
http://vivo.ufl.edu/individual/n6703028631,1355-4794,Neurocase,Can Exercise Improve Language and Cognition in Parkinson's Disease? a Case Report
http://vivo.ufl.edu/individual/n3890296727,1081-5589,Journal of Investigative Medicine,Emergency Department Care in Evaluation of Nursing Home Patients
http://vivo.ufl.edu/individual/n965767687,0024-3590,Limnology and Oceanography,Hydrologic and Biotic Influences On Nitrate Removal in a Subtropical Spring-Fed River
http://vivo.ufl.edu/individual/n1130736692,0032-0889,Plant Physiology,Sugar Levels Regulate Tryptophan-Dependent Auxin Biosynthesis in Developing Maize Kernels
http://vivo.ufl.edu/individual/n4430473288,0015-4040,Florida Entomologist,Surveys of Bees (Hymenoptera: Apoidea: Anthophila) in Natural Areas of Alachua County in North-Central Florida
http://vivo.ufl.edu/individual/n862118628,0962-8452,Proceedings. Biological Sciences,The energetic basis of acoustic communication.
http://vivo.ufl.edu/individual/n7625419636,1932-4553,IEEE Journal of Selected Topics in Signal Processing,Iterative Adaptive Approaches To Mimo Radar Imaging
http://vivo.ufl.edu/individual/n6288509079,1463-9076,Physical Chemistry Chemical Physics,Importance of Loop Dynamics in the Neocarzinostatin Chromophore Binding and Release Mechanisms
http://vivo.ufl.edu/individual/n8947990060,0022-4596,Journal of Solid State Chemistry,Structure and Thermal Conductivity of Na(1-X)Ge(3+Z)
http://vivo.ufl.edu/individual/n6189565911,0378-1127,Forest Ecology and Management,A Model for Comparing Reduced Impact Logging With Conventional Logging for An Eastern Amazonian Forest
http://vivo.ufl.edu/individual/n234118377,1350-0872,Microbiology,The Streptococcus mutans Cid and Lrg systems modulate virulence traits in response to multiple environmental signals.
http://vivo.ufl.edu/individual/n8408555283,0193-841X,Science communication,Measuring Law for Evaluation Research
http://vivo.ufl.edu/individual/n2088098772,1479-3261,Journal of Veterinary Emergency and Critical Care,Evaluation of an indirect oscillometric blood pressure monitor in normotensive and hypotensive anesthetized dogs.
http://vivo.ufl.edu/individual/n7777421662,0016-5301,Gayana Botanica,"Characterization of the Vascular Flora of Altos De Chicauma, Chile (33 Degrees S)"
http://vivo.ufl.edu/individual/n7680182814,2151-464X,Arthritis Care and Research,"The Provisional Diagnostic Criteria for Fibromyalgia: One Step Forward, Two Steps Back: Comment On the Article By Wolfe Et Al"
http://vivo.ufl.edu/individual/n1557543158,2212-2672,The Journal of Trauma and Acute Care Surgery,"Hand injuries in the state of Florida, are centers of excellence needed?"
http://vivo.ufl.edu/individual/n4534457041,0177-5103,Diseases of Aquatic Organisms,Effect of Repeated Tissue Sampling On Growth Rates of Juvenile Loggerhead Turtles Caretta Caretta
http://vivo.ufl.edu/individual/n1168882182,1540-7063,Integrative and Comparative Biology,Allocation of Nutrients To Somatic Tissues in Young Ovariectomized Grasshoppers
http://vivo.ufl.edu/individual/n8784857992,0363-5465,The American journal of sports medicine,Chronic Ankle Instability Alters Central Organization of Movement
http://vivo.ufl.edu/individual/n8610117404,0003-987X,Archives of Dermatology,Purpuric Eruption in a Patient Treated With Systemic Steroids Disseminated Strongyloidiasis
http://vivo.ufl.edu/individual/n1302221073,0277-6715,Statistics in Medicine,Real longitudinal data analysis for real people: building a good enough mixed model.
http://vivo.ufl.edu/individual/n531961584,0177-5103,Diseases of Aquatic Organisms,Detection of a respiratory coronavirus from tissues archived during a pneumonia epizootic in free-ranging Pacific harbor seals Phoca vitulina richardsii.
http://vivo.ufl.edu/individual/n8812903936,0264-0414,Journal of Sports Sciences,Evaluating Attentional and Affective Changes Following An Acute Exercise Bout Using a Modified Dot-Probe Protocol
http://vivo.ufl.edu/individual/n6942498246,1040-1334,Teaching and learning in medicine,"Journal Watch From Ace (Alliance for Clinical Education): Annual Review of Medical Education Articles in Internal Medicine Journals, 2008-2009"
http://vivo.ufl.edu/individual/n7462392628,1093-474X,Journal of the American Water Resources Association,Assessment of Tree Rings as a Hydrologic Record in a Humid Subtropical Environment
http://vivo.ufl.edu/individual/n2081065466,0093-4666,Mycotaxon,Black Mildew Fungi (Meliolaceae) Associated With Schinus Terebinthifolius (Brazilian Pepper Tree) in Brazil
http://vivo.ufl.edu/individual/n9557418184,1600-6135,American Journal of Transplantation,Retransplantation After Bk Virus Nephropathy in Prior Kidney Transplant: An Optn Database Analysis
http://vivo.ufl.edu/individual/n9059267282,0016-9013,The gerontologist,Cognitive Function and Cognitive Change On Incident Cvd: the Whi Memory Study (Whims)
http://vivo.ufl.edu/individual/n78002,0161-813X,NeuroToxicology,Effects of acute dieldrin exposure on neurotransmitters and global gene transcription in largemouth bass (Micropterus salmoides) hypothalamus
http://vivo.ufl.edu/individual/n4024724381,1525-7797,Biomacromolecules,Effect of Long-Term in Vitro Testing On the Properties of Bioactive Glass-Polysulfone Composites
http://vivo.ufl.edu/individual/n2204745134,1524-6175,The journal of clinical hypertension,"Relationship of Hypertension, Blood Pressure, and Blood Pressure Control With White Matter Abnormalities in the Women's Health Initiative Memory Study (Whims)-Mri Trial"
http://vivo.ufl.edu/individual/n5053020026,0002-9483,American Journal of Physical Anthropology,Regional Shape Change in Adult Facial Bone Curvature With Age
http://vivo.ufl.edu/individual/n1390165705,1350-0872,Microbiology,Controlling Porphyromonas gingivalis requires Vim.
http://vivo.ufl.edu/individual/n1190848240,1932-6203,PLoS One,The Effect of Dna-Dependent Protein Kinase On Adeno-Associated Virus Replication
http://vivo.ufl.edu/individual/n3144175330,0048-5772,Psychophysiology,Everything Old Is New Again
http://vivo.ufl.edu/individual/n8403722198,1533-4880,Journal of Nanoscience and Nanotechnology,"Synthesis, Characterization and Photoluminescence of Cds Hyperbranched Nanocrystals By a Simple Solution Chemistry Method"
http://vivo.ufl.edu/individual/n7430499921,0032-0889,Plant Physiology,Studies of the Kinetic Mechanism of Maize Endosperm Adp-Glucose Pyrophosphorylase Uncovered Complex Regulatory Properties
http://vivo.ufl.edu/individual/n2451880787,0305-0270,Journal of Biogeography,Reassessment of Phylogeographical Structure in An Eastern North American Tree Using Monmonier's Algorithm and Ecological Niche Modelling
http://vivo.ufl.edu/individual/n9620019333,0001-8791,Journal of Vocational Behavior,The Relationship Between Pay and Job Satisfaction: a Meta-Analysis of the Literature
http://vivo.ufl.edu/individual/n2297973016,0191-9601,Pediatrics in Review,"""Keep Smiling!"" the Florida Fluoride Project"
http://vivo.ufl.edu/individual/n6034167882,0022-0302,Journal of Dairy Science,Fatty Acid Supplementation To Periparturient Dairy Cows Fed Diets Containing Low Basal Concentrations of Fatty Acids
http://vivo.ufl.edu/individual/n2166947477,0925-5214,Postharvest Biology and Technology,Occurrence of Chilling Injury in Fresh-Cut `Kent' Mangoes
http://vivo.ufl.edu/individual/n1048135776,0269-2163,Palliative Medicine,Measuring quality of life in pediatric palliative care: challenges and potential solutions.
http://vivo.ufl.edu/individual/n1706302011,0304-4238,Scientia Horticulturae,Reponses of Mamey Sapote (Pouteria Sapota) Trees To Continuous and Cyclical Flooding in Calcareous Soil
http://vivo.ufl.edu/individual/n7139622518,1063-0198,HortTechnology,Florida Commercial Horticultural Production: Constraints Limiting Water and Nutrient Use Efficiency
http://vivo.ufl.edu/individual/n4184739469,0950-6764,Development Policy Review,Institutional Economics Perspectives On African Agricultural Development
http://vivo.ufl.edu/individual/n9341379657,1939-1234,Bioenergy Research,Doe Bioenergy Center Special Issue: the Joint Bioenergy Institute (Jbei)
http://vivo.ufl.edu/individual/n9035129078,0021-9258,Journal of Biological Chemistry,Inhibition of Acpa Phosphatase Activity With Ascorbate Attenuates Francisella Tularensis Intramacrophage Survival
